6time
6time
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

6time
3.5,3.5,2.5
3.5,3.5,2.5
4.5,4.5,3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

8time
3.5

